file,plate,figure,crop_box,visual_note,source_file,source_page,rights
meyer_01_p94_fig7_single_wave_acanthus.png,94,7,"105,1050,620,1190",single_wave_acanthus,Orna094-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna094-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_02_p94_fig10_s_loop_flower_vine.png,94,10,"105,1540,620,1695",s_loop_flower_vine,Orna094-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna094-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_03_p94_fig12_alternating_leaf_flower_vine.png,94,12,"105,1765,620,1915",alternating_leaf_flower_vine,Orna094-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna094-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_04_p95_fig1_natural_flower_vine.png,95,1,"110,145,620,350",natural_flower_vine,Orna095-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna095-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_05_p95_fig2_grape_vine.png,95,2,"675,145,1175,350",grape_vine,Orna095-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna095-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_06_p95_fig10_looping_flower_vine.png,95,10,"110,1670,620,1885",looping_flower_vine,Orna095-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna095-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_07_p95_fig11_dense_flower_scroll.png,95,11,"675,1670,1170,1885",dense_flower_scroll,Orna095-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna095-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_08_p96_fig1_symmetric_spiral_vine.png,96,1,"100,145,610,345",symmetric_spiral_vine,Orna096-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna096-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_09_p96_fig3_continuous_flower_scroll.png,96,3,"100,430,1160,685",continuous_flower_scroll,Orna096-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna096-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_10_p96_fig5_flower_spiral_vine.png,96,5,"650,760,1160,975",flower_spiral_vine,Orna096-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna096-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
meyer_11_p96_fig7_grape_leaf_interlace.png,96,7,"650,1070,1160,1290",grape_leaf_interlace,Orna096-Blatt-Rankenband.png,https://commons.wikimedia.org/wiki/File:Orna096-Blatt-Rankenband.png,"Public Domain Mark 1.0; Meyer, A Handbook of Ornament (1898)"
